suburb_postcode,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,is_up2
NORMANHURST,1078000,1078000,1078000,1078000,1515500,1410000,1405750,1195000,135748.623573439,136244.603613827,127609.557709248,49254.441424099,1303562.5,1258291.66666667,1197437.5,1128000,1325000,1272500,1153000,1111000,18427688802.0833,18562592013.8889,16284199218.75,2426000000,246330.779220779,562739.705882353,1003977.27272727,1721250,20.4714876687364,0,0,0
NORTH ALBURY,208000,225000,230500,240500,262500,259250,259250,259250,15344.6940476722,11948.16640977,10706.8538212679,7654.88224744328,240687.5,239458.333333333,245062.5,249916.666666667,241250,236000,245250,250000,235459635.416667,142758680.555556,114636718.75,58597222.2222222,45401.2987012987,105113.235294118,199613.636363636,377250,453.985125850965,1,1,0
NORTH AVOCA,760000,880000,900000,900000,1325000,1315000,1315000,1315000,172629.303138498,143653.935292424,147741.962556343,170114.340632672,1005937.5,1054375,1090250,1096666.66666667,992500,1073000,1073000,1075000,29800876302.0833,20636453125,21827687500,28938888888.8889,189089.090909091,460569.117647059,871409.090909091,1541250,51.12428426835,0,1,1
NORTH BALGOWLAH,1682000,1682000,1682000,1682000,2315000,2315000,2057500,2057500,188832.721939287,211229.86426061,135244.45459981,153959.049389404,1952875,1922833.33333333,1866750,1879833.33333333,1900000,1863750,1863750,1900000,35657796875,44618055555.5556,18291062500,23703388888.8889,368202.467532467,849232.352941177,1516613.63636364,2780375,7.4293127096822,1,0,1
NORTH BONDI,2450000,2450000,2450000,2450000,3387500,3050000,2640000,2640000,305898.607929708,201120.558786681,73697.0148649184,84294.4574426786,2830000,2641250,2527500,2521666.66666667,2722500,2592500,2510000,2475000,93573958333.3333,40449479166.6667,5431250000,7105555555.55556,535248.701298701,1174411.76470588,2068409.09090909,3776250,3.63910406209504,0,1,0
NORTH CURL CURL,1960500,2085000,2125000,2125000,2850000,2435000,2250000,2175000,239221.229983879,115401.623568398,47116.0468948744,20446.4069106422,2319875,2202916.66666667,2174375,2149166.66666667,2295000,2161250,2161250,2147500,57226796875,13317534722.2222,2219921875,418055555.555556,438500.38961039,975941.176470588,1786931.81818182,3229375,12.5340485638344,0,1,0
NORTH EPPING,1165000,1165000,1165000,1165000,1885275,1585000,1567500,1380000,187565.015707054,161012.421881046,146399.496242303,88278.2847338775,1538981.25,1427500,1351250,1279166.66666667,1571250,1473750,1336250,1292500,35180635117.1875,25925000000,21432812500,7793055555.55555,291381.37012987,638941.176470588,1135000,1972500,18.9104064303263,0,0,0
NORTH GOSFORD,528750,555888,555888,555888,680000,652500,635000,635000,45782.417778432,38670.9023254781,32422.8368900687,33018.2055640016,598978.833333333,611398,591472,600296,598750,622500,587500,610000,2096029777.63889,1495438686.66667,1051240352,1090201898.66667,112808.664935065,271287.529411765,485121.090909091,920222,59.7695637228553,1,0,0
NORTH LAMBTON,477500,512500,512500,512500,625000,625000,625000,625000,53034.6903961611,45798.471590218,45112.3597254677,50443.0371805664,550312.5,579500,560500,554000,540375,595000,552250,524500,2812678385.41667,2097500000,2035125000,2544500000,103488.051948052,257867.647058824,464931.818181818,856125,113.541060862501,1,0,1
NORTH NOWRA,398000,482500,482500,482500,551750,551750,551750,551750,41932.5009439774,24518.5941345203,25434.582142233,28384.5126002818,485062.5,514375,522687.5,518916.666666667,485250,515000,528250,522500,1758334635.41667,601161458.333333,646917968.75,805680555.555556,91078.7662337662,226011.764705882,425534.090909091,761062.5,145.8283350827,0,1,1
NORTH RICHMOND,530000,650000,650000,650000,5462500,850000,850000,850000,1309036.03740395,70382.1414375361,71945.6174829294,81785.6276425686,1129166.66666667,746250,739375,746666.666666667,760000,728750,728750,740000,1713575347222.22,4953645833.33333,5176171875,6688888888.88889,219659.74025974,330485.294117647,607954.545454545,1147500,59.322082022868,1,0,1
NORTH ROCKS,1024000,1024000,1024000,1024000,1373000,1260000,1140000,1140000,116819.007680923,85675.9479408052,48509.6639856431,49701.3301856421,1203666.66666667,1137583.33333333,1084250,1071333.33333333,1209250,1131500,1086500,1050000,13646680555.5556,7340368055.55556,2353187500,2470222222.22222,227613.376623377,506870.588235294,895909.090909091,1636000,23.9636231577873,1,0,0
NORTH ROTHBURY,251500,251500,251500,251500,447500,447500,447500,447500,57360.0208712237,73899.0325639578,77582.1771977946,81098.0202525863,360228.833333333,365658.333333333,377862.5,358833.333333333,368761.75,388750,406225,377500,3290171994.34722,5461067013.88889,6018994218.75,6576888888.88889,67886.0684415584,160734.411764706,308622.727272727,506750,135.542781262591,0,1,0
NORTH RYDE,1229000,1229000,1229000,1229000,1787500,1620000,1420000,1400000,151331.239035223,115889.333669532,75383.6023283579,76334.0611319016,1507323.70833333,1419147.41666667,1357250,1336333.33333333,1477692.25,1410000,1390000,1380000,22901143907.9358,13430337658.3681,5682687500,5826888888.88889,285012.645584416,632543.429411765,1123045.45454545,2042250,13.7779586388921,0,1,0
NORTH TAMWORTH,329500,377500,377500,377500,455000,455000,455000,455000,34780.3374767986,25241.1975856051,30214.5970517563,32667.5169957355,396125,414416.666666667,416625,410500,398250,410000,417000,399000,1209671875,637118055.555555,912921875,1067166666.66667,74543.6363636364,182720.588235294,341568.181818182,610375,281.137062402632,0,1,0
NORTH TURRAMURRA,1420000,1420000,1420000,1420000,2300000,2120000,1975000,1750000,212187.429430523,226016.223606478,197579.098084792,144356.81102355,1856125,1815000,1710000,1621666.66666667,1850500,1840000,1722500,1695000,45023505208.3333,51083333333.3333,39037500000,20838888888.8889,350563.116883117,811029.411764706,1425681.81818182,2446250,18.5269136769804,0,0,1
NORTHBRIDGE,2525000,2865000,2865000,2865000,4200000,4200000,3382500,3382500,436849.516424134,504990.958389906,196797.921419409,214304.430399581,3320500,3448416.66666667,3111375,3149166.66666667,3293750,3291250,3099000,3200000,190837500000,255015868055.556,38729421875,45926388888.8889,625399.350649351,1545332.35294118,2550590.90909091,4807500,6.52876792714159,1,1,0
NORTHMEAD,845000,845000,845000,845000,1157500,1148650,1085000,1085000,86691.4847277722,98158.1225059286,94032.9064742763,98432.1537348893,1035095.83333333,1015608.33333333,981250,958333.333333333,1047500,1035000,997500,945000,7515413524.30555,9635017013.88889,8842187500,9688888888.88889,195469.220779221,453086.764705882,820000,1497500,25.5384298065388,1,0,0
NOWRA,357000,415000,415000,415000,482500,482500,482500,470000,38184.5618527814,20796.6343430854,25433.7374367198,22943.1664965603,425708.333333333,455500,455000,445833.333333333,428750,456500,461250,452500,1458060763.88889,432500000,646875000,526388888.888889,79948.3116883117,201426.470588235,375568.181818182,673125,145.8283350827,0,0,1
OAK FLATS,545000,622500,622500,622500,650000,650000,645000,645000,31552.1160036146,10282.4688993776,8361.93010016228,9204.46751432272,615270.833333333,633750,631875,633333.333333333,626250,630000,630000,632500,995536024.305556,105729166.666667,69921875,84722222.2222222,115770.844155844,279676.470588235,516022.727272727,946875,89.7788970092549,1,0,1
OAKHURST,590000,590000,590000,590000,667000,667000,652499.5,640500,22620.4380764188,26084.3543470293,23559.2942126218,20897.8999476556,633958.291666667,638749.916666667,626374.875,617666.666666667,638250,646499.75,631500,622500,511684218.769097,680393541.701389,555040343.796875,436722222.222222,119532.07038961,283299.961764706,517158.954545455,939125,40.0191761641593,0,0,0
OATLANDS,1300000,1379050,1379050,1379050,1779000,1605000,1605000,1530000,120626.86519859,79883.1633804437,86419.4738976696,62145.4879027164,1507120.83333333,1501925,1487887.5,1448850,1511250,1502500,1483750,1437500,14550840607.6389,6381319791.66667,7468325468.75,3862061666.66667,284184.935064935,664115,1223804.54545455,2150150,21.0062531767718,0,0,1
OATLEY,1395000,1395000,1395000,1395000,2100000,2100000,1777500,1777500,161866.988218722,210568.361161458,138192.969701791,159020.438937893,1683875,1716416.66666667,1614125,1607500,1651000,1696000,1642000,1650000,26200921875,44339034722.2222,19097296875,25287500000,317534.675324675,768000,1339840.90909091,2506875,21.6741741276163,1,0,0
OBERON,220000,220000,220000,220000,360000,360000,360000,360000,38631.1517485134,48110.9828071166,57050.8271193328,64087.1802053006,303187.5,310500,302875,310500,311250,325750,315750,351500,1492365885.41667,2314666666.66667,3254796875,4107166666.66667,57038.3116883117,136426.470588235,239750,432875,104.174824207131,0,1,0
OCEAN SHORES,580500,697500,697500,705000,782000,782000,782000,782000,54052.8290964805,32384.9459197051,33649.8514112618,31438.6527842541,707500,737416.666666667,731750,743166.666666667,713750,732500,723750,742500,2921708333.33333,1048784722.22222,1132312500,988388888.888889,133012.857142857,325405.882352941,597386.363636364,1124625,636.902975868307,1,0,1
OLD BAR,415000,445000,470000,470000,500000,500000,500000,499000,28230.1660339707,22261.077142752,12049.3775772859,12119.7726417986,456854.166666667,475666.666666667,489750,486333.333333333,455250,480000,494500,490000,796942274.305556,495555555.555556,145187500,146888888.888889,85905.974025974,209047.058823529,402045.454545455,731750,247.138450437524,0,0,1
ORAN PARK,687500,687500,687500,687500,772450,751500,747500,715000,22924.0394617322,24949.3445137676,21835.3318900813,11361.5090938171,735270.416666667,726075,713737.5,702483.333333333,736172.5,731250,709975,704950,525511585.243056,622469791.666667,476781718.75,129083888.888889,138777.579220779,321702.352941176,587829.545454545,1058087.5,70.4592681297323,0,1,0
ORANGE,342000,389500,390000,390000,430000,430000,430000,430000,28313.9984396215,14999.0740454943,14655.9501568476,16814.3457268555,381165.833333333,405666.666666667,411875,412833.333333333,384745,403000,413750,418500,801682507.638889,224972222.222222,214796875,282722222.222222,71586.2051948052,178308.823529412,335431.818181818,612125,210.211605051549,0,1,0
OXLEY VALE,268750,290000,290000,290000,355000,335000,320000,320000,22534.7725132122,14084.3194921003,10608.8111963594,12247.4487139159,308833.333333333,311583.333333333,304875,305000,308500,310000,304750,305000,507815972.222222,198368055.555556,112546875,150000000,58263.3116883117,138050,250772.727272727,465000,281.137062402632,1,0,0
OYSTER BAY,981000,981000,981000,981000,1420000,1370000,1370000,1370000,134334.386627384,142770.333247337,157303.051464363,173935.49251247,1277791.66666667,1195583.33333333,1151500,1125333.33333333,1297500,1256250,1127500,1025000,18045727430.5556,20383368055.5556,24744250000,30253555555.5556,241841.428571429,531247.058823529,947272.727272727,1677000,15203.2192252038,0,1,0
PADDINGTON,1850000,2040000,2040000,2040000,2637500,2637500,2637500,2305000,199003.594328232,205170.999141908,216080.135597884,111249.219722607,2265833.33333333,2311666.66666667,2302500,2190833.33333333,2250000,2266250,2266250,2227500,39602430555.5555,42095138888.8889,46690625000,12376388888.8889,426781.168831169,1024485.29411765,1922840.90909091,3333125,4.81426176860708,0,1,0
PADSTOW HEIGHTS,837000,848500,848500,848500,1131000,1112500,1030000,1030000,104761.062462794,96904.0547827248,69637.0052486464,80318.463354048,991875,973250,919250,917333.333333333,1040000,977500,899250,873500,10974880208.3333,9390395833.33333,4849312500,6451055555.55556,187170.649350649,434138.235294118,760886.363636364,1421375,23.5824432165702,1,0,0
PADSTOW,875500,875500,875500,875500,1100000,1100000,987500,987500,75931.7813347393,85239.6641665265,45463.3695270159,49237.6606087477,1006250,981791.666666667,927687.5,918583.333333333,1003750,971250,923875,892750,5765635416.66667,7265800347.22222,2066917968.75,2424347222.22222,190056.298701299,438001.470588235,766590.909090909,1405875,23.5824432165702,1,0,0
PALM BEACH,1900000,2500000,2500000,2500000,4600000,4600000,3750000,3750000,759442.869623662,761394.918700028,502959.988468268,548229.473446618,2820833.33333333,3166666.66666667,2887500,2983333.33333333,2637500,2775000,2650000,2700000,576753472222.222,579722222222.222,252968750000,300555555555.556,528422.077922078,1407058.82352941,2327272.72727273,4425000,29.1294438474578,0,1,0
PANANIA,870000,870000,870000,870000,1065000,1065000,975000,930350,57100.1197945815,69067.7229045683,37321.1296553306,28367.1269057846,980091.666666667,970058.333333333,926337.5,910116.666666667,974375,952675,930175,930000,3260423680.55556,4770350347.22222,1392866718.75,804693888.888889,184998.948051948,432024.705882353,765079.545454545,1380262.5,26.5429300289781,0,0,0
PARKES,219500,219500,255000,255000,276250,276250,276250,276250,12723.9657951268,16769.6816374737,9201.51991520966,10017.3460668094,249333.333333333,251416.666666667,260312.5,262083.333333333,250500,255000,255000,255000,161899305.555556,281222222.222222,84667968.75,100347222.222222,46959.025974026,110186.764705882,211534.090909091,387812.5,300.838966244014,1,1,1
PEAKHURST,860000,860000,860000,860000,1242500,1185000,1095000,1095000,119439.51136454,120174.063572618,102417.039597911,102492.276131749,1096125,1041833.33333333,981500,952000,1107500,1082500,985500,901000,14265796875,14441805555.5556,10489250000,10504666666.6667,207284.675324675,466447.058823529,821772.727272727,1486750,21.770867936293,1,0,0
PEMULWUY,752500,752500,752500,752500,1100000,1100000,969750,969750,77551.5644050245,102761.725473165,79959.0471350803,91635.6765797155,929465,928583.333333333,883062.5,877416.666666667,920000,924625,905000,910000,6014245141.66667,10559972222.2222,6393449218.75,8397097222.22222,175402.020779221,414480.882352941,731204.545454545,1355500,28.1235376213611,1,1,0
PENNANT HILLS,1298000,1298000,1298000,1298000,1655000,1450000,1411250,1382500,104191.653253218,50199.688052373,43168.7730744111,34521.3299602177,1438645.83333333,1370708.33333333,1357312.5,1339333.33333333,1428375,1363750,1360000,1337500,10855900607.6389,2520008680.55556,1863542968.75,1191722222.22222,271782.077922078,607110.294117647,1119272.72727273,2030125,22.1678297392053,0,0,0
PENRITH,609000,609000,609000,609000,842500,710000,695000,690000,62489.7769416904,34266.6220816831,35853.8700839951,38183.7661840736,711833.333333333,683583.333333333,671000,663000,705000,692500,690000,690000,3904972222.22222,1174201388.88889,1285500000,1458000000,134517.662337662,303220.588235294,554863.636363636,1014750,54.6608831476183,0,1,0
PENSHURST,1060000,1060000,1060000,1060000,1453000,1453000,1188000,1180000,123292.863574229,146965.982458527,51727.0480503189,48992.0628492231,1268625,1236000,1136750,1119666.66666667,1265000,1184000,1149500,1119000,15201130208.3333,21599000000,2675687500,2400222222.22222,239689.220779221,553152.941176471,937500,1694750,19.6787249970479,0,0,1
PICNIC POINT,883500,883500,883500,883500,1175000,1160000,1160000,975000,96416.8467298808,96281.0195325238,100513.292031452,43133.5136523794,1045000,1033916.66666667,998375,944500,1070000,1037500,975000,975000,9296208333.33333,9270034722.22222,10102921875,1860500000,197145.714285714,460579.411764706,831545.454545455,1416750,26.5429300289781,0,0,1
PICTON,600000,645000,645000,645000,855000,855000,855000,725000,75411.3178351823,66556.1584094381,80311.8920210451,32998.3164553722,717329.166666667,722833.333333333,725000,681666.666666667,726250,712250,700000,675000,5686866857.63889,4429722222.22222,6450000000,1088888888.88889,135117.896103896,320679.411764706,607272.727272727,1035000,67.6994495709868,0,0,1
PITT TOWN,995000,995000,995000,995000,1530000,1530000,1320000,1320000,142058.740540274,167317.998135287,126285.576670497,140806.210405965,1243541.66666667,1236250,1171875,1190833.33333333,1246250,1228750,1186250,1257500,20180685763.8889,27995312500,15948046875,19826388888.8889,234525.974025974,550220.588235294,968409.090909091,1867500,55.5324717285657,1,0,0
